Elapsed time,HeightMSL,     P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,   Pc,      Lat,        Lon, VirT,PotTemp,          KeyFlags
           s,        m,   hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,  hPa,        °,          °,   °C,     °C,                  
         183,     2122,783.86,  9.4,24.16,-10.0,246.8,  5.7,        2121,    4.2,99999,40.128307,-113.124856,  9.8,   29.9,                  
         184,     2125,783.50,  9.4,23.88,-10.2,247.7,  5.7,        2125,    3.1,99999,40.128327,-113.124803,  9.8,   29.9,                  
         185,     2129,783.14,  9.4,23.66,-10.3,248.6,  5.7,        2128,    4.3,99999,40.128346,-113.124747,  9.8,   30.0,                  
         186,     2134,782.79,  9.4,23.42,-10.4,249.6,  5.7,        2132,    4.5,99999,40.128362,-113.124687,  9.8,   30.0,                  
         187,     2136,782.45,  9.4,23.13,-10.6,250.5,  5.7,        2136,    2.6,99999,40.128375,-113.124623,  9.8,   30.0,                  
         188,     2140,782.11,  9.4,23.06,-10.6,251.4,  5.6,        2140,    4.0,99999,40.128387,-113.124554,  9.8,   30.1,                  
         189,     2143,781.77,  9.4,23.18,-10.6,252.3,  5.6,        2143,    3.2,99999,40.128398,-113.124483,  9.7,   30.0,                  
         190,     2147,781.43,  9.3,23.00,-10.7,253.2,  5.7,        2147,    3.7,99999,40.128407,-113.124413,  9.7,   30.1,                  
         191,     2151,781.10,  9.4,22.59,-10.9,254.1,  5.7,        2151,    3.6,99999,40.128416,-113.124346,  9.7,   30.1,                  
         192,     2154,780.76,  9.4,22.22,-11.1,255.0,  5.7,        2154,    2.9,99999,40.128424,-113.124284,  9.8,   30.2,                  
         193,     2158,780.42,  9.4,21.93,-11.3,255.8,  5.7,        2158,    4.1,99999,40.128431,-113.124224,  9.8,   30.3,                  
         194,     2162,780.08,  9.4,21.63,-11.4,256.5,  5.7,        2161,    4.2,99999,40.128438,-113.124165,  9.8,   30.3,                  
         195,     2165,779.75,  9.5,21.40,-11.5,257.3,  5.8,        2165,    3.1,99999,40.128445,-113.124107,  9.8,   30.4,                  
         196,     2168,779.41,  9.5,21.30,-11.5,258.0,  5.8,        2168,    3.0,99999,40.128453,-113.124046,  9.9,   30.5,                  
         197,     2172,779.07,  9.5,21.23,-11.6,258.7,  5.9,        2172,    4.1,99999,40.128463,-113.123984,  9.9,   30.5,                  
         198,     2177,778.74,  9.5,21.02,-11.7,259.4,  5.9,        2176,    4.7,99999,40.128475,-113.123919,  9.9,   30.5,                  
         199,     2180,778.41,  9.5,20.73,-11.9,260.0,  6.0,        2179,    2.9,99999,40.128486,-113.123852,  9.9,   30.6,                  
         200,     2183,778.09,  9.5,20.56,-12.0,260.6,  6.0,        2182,    2.9,99999,40.128498,-113.123782,  9.9,   30.6,                  
         201,     2185,777.76,  9.5,20.51,-12.0,261.2,  6.1,        2186,    2.8,99999,40.128509,-113.123711,  9.9,   30.7,                  
         202,     2189,777.43,  9.5,20.47,-12.0,261.7,  6.1,        2189,    3.7,99999,40.128520,-113.123640,  9.9,   30.7,                  
         203,     2193,777.10,  9.5,20.43,-12.1,262.3,  6.2,        2192,    3.5,99999,40.128529,-113.123567,  9.9,   30.7,                  
         204,     2197,776.75,  9.5,20.34,-12.1,262.8,  6.3,        2196,    4.0,99999,40.128539,-113.123495,  9.8,   30.8,  d v             
         205,     2200,776.40,  9.5,20.23,-12.2,263.3,  6.4,        2200,    3.8,99999,40.128550,-113.123422,  9.8,   30.8,                  
         206,     2204,776.04,  9.5,20.10,-12.3,263.8,  6.4,        2204,    3.7,99999,40.128560,-113.123348,  9.8,   30.8,                  
         207,     2208,775.68,  9.5,19.85,-12.5,264.3,  6.5,        2208,    4.0,99999,40.128571,-113.123273,  9.8,   30.8,                  
         208,     2212,775.32,  9.5,19.69,-12.6,264.7,  6.6,        2212,    3.9,99999,40.128578,-113.123197,  9.8,   30.9,T                 
         209,     2217,774.95,  9.4,19.67,-12.6,265.2,  6.7,        2216,    4.8,99999,40.128583,-113.123121,  9.8,   30.9,                  
         210,     2220,774.58,  9.4,19.65,-12.6,265.6,  6.8,        2220,    3.5,99999,40.128585,-113.123045,  9.7,   30.9,                  
         211,     2224,774.20,  9.4,19.66,-12.7,266.1,  6.9,        2223,    3.5,99999,40.128584,-113.122971,  9.7,   30.9,                  
         212,     2227,773.80,  9.3,19.71,-12.7,266.5,  6.9,        2227,    3.3,99999,40.128582,-113.122897,  9.7,   30.9,                  
         213,     2231,773.39,  9.3,19.75,-12.7,267.0,  7.0,        2231,    4.2,99999,40.128580,-113.122823,  9.6,   30.9,                  
         214,     2235,772.95,  9.3,19.69,-12.7,267.4,  7.1,        2236,    4.2,99999,40.128577,-113.122746,  9.6,   30.9,                  
         215,     2242,772.49,  9.2,19.49,-12.9,267.8,  7.2,        2241,    6.4,99999,40.128576,-113.122664,  9.5,   30.9,                  
         216,     2247,772.01,  9.2,19.11,-13.1,268.3,  7.3,        2247,    5.3,99999,40.128575,-113.122576,  9.5,   31.0,                  
         217,     2253,771.52,  9.2,18.60,-13.5,268.7,  7.4,        2252,    5.7,99999,40.128577,-113.122481,  9.5,   31.0,                  
         218,     2259,771.03,  9.2,18.20,-13.7,269.1,  7.5,        2258,    5.9,99999,40.128579,-113.122378,  9.5,   31.1,                  
         219,     2264,770.55,  9.2,18.09,-13.8,269.6,  7.5,        2263,    5.9,99999,40.128580,-113.122271,  9.5,   31.1,                  
         220,     2270,770.09,  9.2,18.09,-13.9,270.0,  7.6,        2269,    5.0,99999,40.128580,-113.122165,  9.4,   31.1,                  
         221,     2275,769.65,  9.1,18.11,-13.9,270.5,  7.7,        2273,    5.4,99999,40.128581,-113.122061,  9.4,   31.1,                  
         222,     2278,769.23,  9.1,18.02,-14.0,270.9,  7.8,        2277,    3.5,99999,40.128583,-113.121960,  9.4,   31.2,                  
         223,     2281,768.82,  9.1,17.96,-14.0,271.3,  7.9,        2281,    2.2,99999,40.128588,-113.121866,  9.3,   31.2,                  
         224,     2285,768.41,  9.0,18.05,-14.0,271.8,  8.0,        2284,    4.3,99999,40.128596,-113.121778,  9.3,   31.2,                  
         225,     2290,768.00,  9.0,18.09,-14.0,272.2,  8.0,        2288,    5.2,99999,40.128606,-113.121697,  9.3,   31.2,                  
         226,     2295,767.57,  8.9,17.97,-14.1,272.6,  8.1,        2293,    4.5,99999,40.128614,-113.121620,  9.2,   31.2,                  
         227,     2299,767.13,  8.9,17.70,-14.3,273.0,  8.2,        2298,    4.2,99999,40.128618,-113.121542,  9.2,   31.2,                  
         228,     2304,766.67,  8.9,17.33,-14.6,273.3,  8.3,        2303,    4.9,99999,40.128617,-113.121461,  9.2,   31.3,                  
         229,     2310,766.22,  8.9,17.32,-14.6,273.7,  8.3,        2309,    6.3,99999,40.128610,-113.121373,  9.2,   31.3,                  
         230,     2316,765.76,  8.8,17.69,-14.4,274.1,  8.4,        2314,    6.2,99999,40.128597,-113.121277,  9.1,   31.3,                  
         231,     2321,765.31,  8.8,18.08,-14.2,274.4,  8.5,        2319,    4.6,99999,40.128581,-113.121172,  9.1,   31.3,                  
         232,     2325,764.88,  8.7,18.33,-14.1,274.7,  8.6,        2324,    4.2,99999,40.128563,-113.121062,  9.0,   31.2,                  
         233,     2329,764.46,  8.6,18.39,-14.1,274.9,  8.6,        2328,    4.4,99999,40.128547,-113.120946,  8.9,   31.2,                  
         234,     2333,764.05,  8.6,18.41,-14.1,275.2,  8.7,        2332,    4.1,99999,40.128534,-113.120827,  8.9,   31.2,                  
         235,     2337,763.66,  8.5,18.44,-14.1,275.4,  8.8,        2336,    3.6,99999,40.128521,-113.120708,  8.8,   31.2,                  
         236,     2342,763.27,  8.5,18.41,-14.2,275.6,  8.8,        2341,    5.4,99999,40.128509,-113.120592,  8.8,   31.2,                  
         237,     2346,762.89,  8.5,18.30,-14.3,275.7,  8.9,        2345,    3.8,99999,40.128497,-113.120481,  8.7,   31.2,                  
         238,     2350,762.50,  8.4,18.17,-14.4,275.8,  9.0,        2349,    3.4,99999,40.128484,-113.120377,  8.7,   31.2,                  
         239,     2353,762.11,  8.4,18.10,-14.5,275.9,  9.0,        2353,    3.4,99999,40.128470,-113.120275,  8.7,   31.2,                  
         240,     2358,761.70,  8.4,17.90,-14.6,276.0,  9.1,        2358,    4.8,99999,40.128458,-113.120176,  8.6,   31.2,                  
         241,     2362,761.28,  8.4,17.45,-15.0,276.0,  9.2,        2362,    4.1,99999,40.128448,-113.120078,  8.6,   31.3,                  
         242,     2367,760.84,  8.4,16.81,-15.4,276.0,  9.2,        2366,    4.6,99999,40.128441,-113.119982,  8.6,   31.4,                  
         243,     2372,760.38,  8.4,16.08,-15.9,276.0,  9.3,        2371,    5.5,99999,40.128434,-113.119886,  8.7,   31.5,                  
         244,     2377,759.90,  8.5,15.53,-16.3,276.0,  9.3,        2376,    5.2,99999,40.128428,-113.119789,  8.7,   31.6,                  
         245,     2383,759.41,  8.5,15.36,-16.4,275.9,  9.4,        2382,    5.5,99999,40.128421,-113.119689,  8.7,   31.6,                  
         246,     2389,758.93,  8.4,15.42,-16.4,275.8,  9.4,        2388,    6.4,99999,40.128411,-113.119583,  8.7,   31.6,                  
         247,     2395,758.45,  8.4,15.46,-16.4,275.7,  9.4,        2394,    6.1,99999,40.128399,-113.119471,  8.6,   31.6,                  
         248,     2400,757.98,  8.3,15.57,-16.4,275.6,  9.5,        2399,    4.4,99999,40.128384,-113.119354,  8.6,   31.6,                  
         249,     2405,757.52,  8.3,15.67,-16.3,275.5,  9.5,        2404,    5.3,99999,40.128368,-113.119230,  8.5,   31.6,                  
         250,     2410,757.08,  8.2,15.51,-16.5,275.4,  9.5,        2408,    5.1,99999,40.128352,-113.119102,  8.5,   31.6,                  
         251,     2414,756.64,  8.2,15.21,-16.7,275.3,  9.6,        2412,    3.5,99999,40.128339,-113.118972,  8.4,   31.6,                  
         252,     2417,756.21,  8.2,15.00,-16.9,275.1,  9.6,        2416,    2.9,99999,40.128332,-113.118843,  8.4,   31.7,                  
         253,     2421,755.77,  8.2,14.87,-17.0,275.0,  9.6,        2421,    4.4,99999,40.128331,-113.118717,  8.4,   31.7,                  
         254,     2428,755.32,  8.2,14.91,-17.0,274.9,  9.7,        2426,    6.8,99999,40.128334,-113.118596,  8.4,   31.7,                  
         255,     2434,754.88,  8.1,15.06,-17.0,274.8,  9.7,        2432,    6.0,99999,40.128339,-113.118479,  8.3,   31.7,                  
         256,     2439,754.44,  8.0,15.14,-16.9,274.7,  9.7,        2437,    5.1,99999,40.128342,-113.118367,  8.3,   31.7,                  
         257,     2443,754.01,  8.0,15.13,-17.0,274.6,  9.8,        2442,    4.0,99999,40.128343,-113.118257,  8.2,   31.7,                  
         258,     2447,753.59,  7.9,15.12,-17.0,274.6,  9.8,        2446,    4.1,99999,40.128340,-113.118150,  8.2,   31.7,                  
         259,     2452,753.18,  7.9,15.22,-17.0,274.6,  9.8,        2450,    4.9,99999,40.128334,-113.118044,  8.1,   31.7,                  
         260,     2455,752.77,  7.9,15.41,-16.9,274.5,  9.9,        2453,    3.5,99999,40.128325,-113.117940,  8.1,   31.7,                  
         261,     2459,752.37,  7.8,15.58,-16.8,274.5,  9.9,        2458,    3.7,99999,40.128315,-113.117837,  8.0,   31.7,                  
         262,     2464,751.96,  7.7,15.67,-16.8,274.6, 10.0,        2462,    4.6,99999,40.128305,-113.117732,  8.0,   31.7,                  
         263,     2470,751.56,  7.7,15.73,-16.8,274.6, 10.0,        2467,    6.3,99999,40.128295,-113.117623,  7.9,   31.7,                  
         264,     2474,751.15,  7.6,15.75,-16.8,274.7, 10.1,        2472,    4.0,99999,40.128285,-113.117507,  7.9,   31.7,                  
         265,     2478,750.74,  7.6,15.70,-16.9,274.7, 10.1,        2477,    3.8,99999,40.128276,-113.117386,  7.8,   31.7,                  
         266,     2482,750.33,  7.6,15.58,-17.0,274.8, 10.2,        2481,    4.6,99999,40.128267,-113.117264,  7.8,   31.7,                  
         267,     2486,749.91,  7.6,15.45,-17.1,275.0, 10.2,        2485,    3.9,99999,40.128258,-113.117144,  7.8,   31.7,                  
         268,     2491,749.50,  7.5,15.27,-17.2,275.1, 10.3,        2489,    4.5,99999,40.128248,-113.117028,  7.8,   31.7,                  
         269,     2496,749.07,  7.5,15.05,-17.4,275.2, 10.4,        2494,    5.1,99999,40.128240,-113.116914,  7.7,   31.8,                  
         270,     2501,748.64,  7.5,14.80,-17.6,275.4, 10.4,        2499,    5.4,99999,40.128234,-113.116800,  7.7,   31.8,                  
         271,     2506,748.21,  7.5,14.62,-17.8,275.5, 10.5,        2504,    4.6,99999,40.128229,-113.116685,  7.7,   31.9,                  
         272,     2511,747.78,  7.5,14.51,-17.9,275.7, 10.6,        2510,    4.6,99999,40.128225,-113.116568,  7.7,   31.9,                  
         273,     2515,747.34,  7.4,14.50,-17.9,275.9, 10.7,        2514,    4.4,99999,40.128221,-113.116451,  7.7,   31.9,                  
         274,     2520,746.90,  7.4,14.76,-17.8,276.0, 10.8,        2519,    4.9,99999,40.128216,-113.116330,  7.6,   31.9,                  
         275,     2525,746.47,  7.3,14.96,-17.7,276.2, 10.9,        2524,    4.9,99999,40.128210,-113.116205,  7.5,   31.9,                  
         276,     2530,746.04,  7.3,15.03,-17.7,276.4, 11.0,        2528,    5.6,99999,40.128205,-113.116075,  7.5,   31.9,                  
         277,     2535,745.62,  7.2,15.05,-17.7,276.6, 11.1,        2533,    5.0,99999,40.128198,-113.115941,  7.4,   31.8,                  
         278,     2540,745.21,  7.2,14.89,-17.9,276.7, 11.1,        2538,    4.5,99999,40.128189,-113.115803,  7.4,   31.8,                  
         279,     2544,744.82,  7.1,14.64,-18.1,276.9, 11.2,        2542,    4.3,99999,40.128178,-113.115665,  7.4,   31.9,                  
         280,     2547,744.43,  7.1,14.57,-18.1,277.0, 11.3,        2546,    2.6,99999,40.128164,-113.115527,  7.3,   31.9,                  
         281,     2552,744.05,  7.1,14.67,-18.1,277.2, 11.4,        2551,    4.8,99999,40.128145,-113.115389,  7.3,   31.9,                  
         282,     2556,743.68,  7.0,14.94,-17.9,277.3, 11.5,        2555,    4.3,99999,40.128123,-113.115251,  7.2,   31.9,                  
         283,     2560,743.32,  7.0,15.05,-17.9,277.5, 11.6,        2559,    4.6,99999,40.128099,-113.115113,  7.2,   31.9,                  
         284,     2564,742.95,  6.9,14.91,-18.0,277.6, 11.6,        2563,    3.3,99999,40.128075,-113.114976,  7.2,   31.9,                  
         285,     2567,742.60,  6.9,14.80,-18.1,277.7, 11.7,        2567,    3.5,99999,40.128051,-113.114840,  7.1,   31.9,                  
         286,     2572,742.24,  6.9,14.77,-18.2,277.9, 11.8,        2571,    4.7,99999,40.128029,-113.114703,  7.1,   31.9,                  
         287,     2576,741.89,  6.8,14.55,-18.4,278.0, 11.8,        2574,    4.2,99999,40.128009,-113.114564,  7.0,   31.9,                  
         288,     2580,741.55,  6.9,13.87,-18.9,278.2, 11.9,        2578,    4.2,99999,40.127990,-113.114422,  7.0,   31.9,                  
         289,     2583,741.21,  6.9,13.02,-19.6,278.3, 12.0,        2582,    2.6,99999,40.127972,-113.114277,  7.1,   32.0,                  
         290,     2587,740.88,  7.0,12.47,-20.1,278.5, 12.0,        2585,    4.1,99999,40.127954,-113.114129,  7.1,   32.1,                  
         291,     2590,740.55,  7.0,12.30,-20.2,278.7, 12.1,        2589,    3.0,99999,40.127939,-113.113977,  7.1,   32.2,                  
         292,     2594,740.22,  6.9,12.42,-20.1,278.8, 12.1,        2592,    3.7,99999,40.127927,-113.113824,  7.1,   32.2,                  
         293,     2597,739.89,  6.9,12.63,-20.0,279.0, 12.1,        2596,    3.8,99999,40.127918,-113.113674,  7.1,   32.2,                  
         294,     2601,739.55,  6.8,12.78,-19.9,279.2, 12.2,        2600,    3.9,99999,40.127910,-113.113529,  7.0,   32.2,                  
         295,     2605,739.20,  6.8,12.82,-19.9,279.4, 12.2,        2604,    3.2,99999,40.127903,-113.113391,  7.0,   32.2,                  
         296,     2608,738.85,  6.8,12.82,-19.9,279.6, 12.2,        2608,    3.7,99999,40.127895,-113.113256,  6.9,   32.2,                  
         297,     2613,738.48,  6.7,12.79,-20.0,279.9, 12.2,        2613,    4.8,99999,40.127885,-113.113125,  6.9,   32.2,                  
         298,     2617,738.11,  6.7,12.67,-20.1,280.1, 12.3,        2617,    4.1,99999,40.127873,-113.112993,  6.9,   32.2,                  
         299,     2621,737.74,  6.7,12.54,-20.2,280.4, 12.3,        2622,    4.4,99999,40.127859,-113.112858,  6.8,   32.2,   fv             
         300,     2626,737.36,  6.6,12.37,-20.4,280.6, 12.3,        2626,    4.3,99999,40.127844,-113.112718,  6.8,   32.2,                  
         301,     2630,736.99,  6.6,12.26,-20.5,280.9, 12.3,        2630,    4.4,99999,40.127828,-113.112573,  6.8,   32.2,                  
         302,     2634,736.62,  6.6,12.32,-20.5,281.1, 12.3,        2634,    4.1,99999,40.127808,-113.112424,  6.8,   32.2,                  
         303,     2639,736.26,  6.5,12.42,-20.5,281.4, 12.3,        2637,    4.9,99999,40.127784,-113.112274,  6.7,   32.2,                  
         304,     2642,735.90,  6.5,12.42,-20.5,281.7, 12.4,        2641,    2.5,99999,40.127756,-113.112125,  6.7,   32.2,                  
         305,     2646,735.55,  6.5,12.39,-20.5,282.0, 12.4,        2645,    3.9,99999,40.127725,-113.111978,  6.6,   32.2,                  
         306,     2650,735.20,  6.4,12.39,-20.6,282.2, 12.4,        2649,    4.3,99999,40.127694,-113.111833,  6.6,   32.2,                  
         307,     2654,734.86,  6.4,12.40,-20.6,282.5, 12.4,        2653,    4.2,99999,40.127662,-113.111691,  6.6,   32.2,                  
         308,     2658,734.53,  6.4,12.43,-20.6,282.7, 12.4,        2657,    3.7,99999,40.127632,-113.111552,  6.5,   32.2,                  
         309,     2662,734.20,  6.3,12.46,-20.6,283.0, 12.4,        2660,    4.0,99999,40.127601,-113.111415,  6.5,   32.2,                  
         310,     2664,733.88,  6.3,12.50,-20.6,283.2, 12.5,        2664,    2.4,99999,40.127572,-113.111279,  6.5,   32.2,                  
         311,     2668,733.56,  6.3,12.54,-20.6,283.4, 12.5,        2668,    4.1,99999,40.127543,-113.111143,  6.4,   32.2,                  
         312,     2671,733.24,  6.2,12.57,-20.6,283.6, 12.5,        2671,    2.7,99999,40.127513,-113.111006,  6.4,   32.2,                  
         313,     2675,732.92,  6.2,12.51,-20.7,283.8, 12.5,        2675,    4.0,99999,40.127484,-113.110867,  6.4,   32.2,                  
         314,     2679,732.60,  6.2,12.31,-20.9,284.0, 12.5,        2679,    3.9,99999,40.127454,-113.110727,  6.3,   32.3,                  
