AVAPS-T02 STA 144635127 170831 103932.54
AVAPS-T02 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS   
AVAPS-T02 COM   Sonde    Date    Time     Press   Temp   Humid  Dir    Spd    Veloc  Longitude   Latitude  Altitude Wnd   RH1    RH2  Snd Error Altitude
AVAPS-T02 COM    ID     yymmdd hhmmss.ss   (mb)  (degC)   (%)   (deg)  (m/s)  (m/s)    (deg)       (deg)      (m)   Sat   (%)    (%)  Sat (m/s)    (m)  
AVAPS-T02 COM --------- ------ --------- ------- ------ ------ ------ ------ ------ ----------- ---------- -------- --- ------ ------ --- ----- --------
AVAPS-D02 S00 144635127 170831 110011.50  901.04  23.28  68.89 324.12   4.07 -10.89 -115.542672  21.770935  1014.54  12  68.89  69.06  12  7.90   971.29
AVAPS-D02 S10 144635127 170831 110011.75 9999.00  99.00 999.00 325.41   4.14 -10.99  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S01 144635127 170831 110012.00  901.68  23.32  68.83 322.66   4.02 -11.02 -115.542660  21.770920  1008.26  12  68.83  68.94  12  7.90   965.79
AVAPS-D02 S10 144635127 170831 110012.25 9999.00  99.00 999.00 324.15   4.19 -10.82  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110012.50  902.22  23.36  68.68 322.81   4.13 -10.78 -115.542650  21.770905  1003.02  12  68.68  68.85  12  7.90   960.51
AVAPS-D02 S10 144635127 170831 110012.75 9999.00  99.00 999.00 321.39   4.07 -10.79  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110013.00  902.84  23.37  69.05 322.99   4.16 -10.74 -115.542638  21.770890   997.01  12  69.05  69.25  12  7.90   955.22
AVAPS-D02 S10 144635127 170831 110013.25 9999.00  99.00 999.00 322.70   4.21 -10.70  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110013.50  903.29  23.42  69.40 321.19   4.19 -10.68 -115.542625  21.770873   992.60  11  69.40  69.59  11  8.20   949.95
AVAPS-D02 S10 144635127 170831 110013.75 9999.00  99.00 999.00 322.37   4.38 -10.80  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110014.00  903.86  23.44  70.01 320.04   4.28 -10.83 -115.542613  21.770858   987.15  11  70.01  70.22  11  8.20   944.59
AVAPS-D02 S10 144635127 170831 110014.25 9999.00  99.00 999.00 320.31   4.35 -10.79  999.000000  99.000000 99999.00  10 999.00 999.00  10 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110014.50  904.32  23.48  70.08 318.94   4.37 -10.86 -115.542600  21.770843   982.61  10  70.08  70.19  10  8.60   939.24
AVAPS-D02 S10 144635127 170831 110014.75 9999.00  99.00 999.00 319.77   4.36 -11.03  999.000000  99.000000 99999.00  10 999.00 999.00  10 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110015.00  904.99  23.52  70.25 318.96   4.45 -11.22 -115.542587  21.770827   976.14  11  70.25  70.34  11  8.20   933.81
AVAPS-D02 S10 144635127 170831 110015.25 9999.00  99.00 999.00 318.09   4.47 -11.13  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110015.50  905.55  23.54  69.24 318.99   4.50 -11.05 -115.542573  21.770810   970.69  11  69.24  69.28  11  8.20   928.33
AVAPS-D02 S10 144635127 170831 110015.75 9999.00  99.00 999.00 318.39   4.52 -10.96  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110016.00  906.13  23.58  68.25 319.65   4.59 -11.03 -115.542560  21.770793   965.12  11  68.25  68.23  11  8.20   922.81
AVAPS-D02 S10 144635127 170831 110016.25 9999.00  99.00 999.00 320.65   4.58 -11.10  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110016.50  906.63  23.59  66.78 320.27   4.61 -10.95 -115.542547  21.770777   960.30  11  66.78  66.82  11  8.20   917.37
AVAPS-D02 S10 144635127 170831 110016.75 9999.00  99.00 999.00 321.87   4.59 -10.89  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110017.00  907.19  23.63  66.34 322.85   4.65 -10.85 -115.542533  21.770760   954.84  12  66.34  66.40  12  7.90   911.98
AVAPS-D02 S10 144635127 170831 110017.25 9999.00  99.00 999.00 323.20   4.70 -10.93  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110017.50  907.68  23.66  65.72 324.32   4.80 -10.86 -115.542520  21.770742   950.10  11  65.72  65.85  11  8.20   906.51
AVAPS-D02 S10 144635127 170831 110017.75 9999.00  99.00 999.00 324.18   4.81 -10.86  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110018.00  908.27  23.69  65.76 324.49   4.83 -10.75 -115.542507  21.770725   944.42  12  65.76  65.87  12  7.90   901.12
AVAPS-D02 S10 144635127 170831 110018.25 9999.00  99.00 999.00 324.26   4.86 -10.79  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110018.50  909.09  23.71  65.51 323.14   4.83 -10.88 -115.542493  21.770707   936.45  12  65.51  65.58  12  7.90   895.81
AVAPS-D02 S10 144635127 170831 110018.75 9999.00  99.00 999.00 326.11   4.79 -11.10  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110019.00  909.78  23.79  65.63 326.23   4.98 -11.14 -115.542482  21.770688   929.78  12  65.63  65.74  12  7.90   890.23
AVAPS-D02 S10 144635127 170831 110019.25 9999.00  99.00 999.00 325.40   4.96 -11.15  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110019.50  910.14  23.80  65.49 328.79   5.02 -11.21 -115.542468  21.770668   926.34  12  65.49  65.66  12  7.90   884.69
AVAPS-D02 S10 144635127 170831 110019.75 9999.00  99.00 999.00 326.60   5.03 -11.21  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110020.00  910.72  23.82  64.91 328.63   5.00 -11.36 -115.542457  21.770648   920.71  12  64.91  65.00  12  7.90   879.12
AVAPS-D02 S10 144635127 170831 110020.25 9999.00  99.00 999.00 327.89   5.05 -11.15  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110020.50  911.29  23.86  64.79 327.46   4.98 -11.16 -115.542445  21.770628   915.28  12  64.79  64.88  12  7.90   873.64
AVAPS-D02 S10 144635127 170831 110020.75 9999.00  99.00 999.00 328.30   5.00 -11.13  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S01 144635127 170831 110021.00  911.82  23.89  64.71 327.95   4.98 -51.89 -115.542433  21.770608   910.18  12  64.71  64.82  12  7.90   868.24
AVAPS-D02 S10 144635127 170831 110021.25 9999.00  99.00 999.00 327.82   4.93 -10.91  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110021.50  912.47  23.90  64.71 327.81   5.05 -10.89 -115.542420  21.770590   903.85  12  64.71  64.86  12  7.90   862.86
AVAPS-D02 S10 144635127 170831 110021.75 9999.00  99.00 999.00 328.24   5.02 -10.88  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110022.00  913.08  23.95  63.45 326.32   5.06 -10.86 -115.542407  21.770570   898.05  12  63.45  63.28  12  7.90   857.39
AVAPS-D02 S10 144635127 170831 110022.25 9999.00  99.00 999.00 326.57   5.06 -10.66  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110022.50  913.63  23.96  61.38 326.41   5.14 -10.60 -115.542395  21.770552   892.76  12  61.38  61.43  12  7.90   852.03
AVAPS-D02 S10 144635127 170831 110022.75 9999.00  99.00 999.00 325.83   5.17 -10.72  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110023.00  914.18  24.00  60.78 325.34   5.21 -10.73 -115.542380  21.770532   887.48  12  60.78  60.93  12  7.90   846.64
AVAPS-D02 S10 144635127 170831 110023.25 9999.00  99.00 999.00 324.69   5.35 -10.92  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110023.50  914.84  24.03  61.18 323.81   5.43 -10.91 -115.542365  21.770512   881.14  12  61.18  61.30  12  7.90   841.17
AVAPS-D02 S10 144635127 170831 110023.75 9999.00  99.00 999.00 324.38   5.58 -10.93  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110024.00  915.34  24.05  61.57 323.27   5.69 -10.87 -115.542350  21.770490   876.36  12  61.57  61.74  12  7.90   835.81
AVAPS-D02 S10 144635127 170831 110024.25 9999.00  99.00 999.00 322.84   5.66 -10.88  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110024.50  915.98  24.08  62.12 320.66   5.70 -10.83 -115.542333  21.770470   870.19  12  62.12  62.20  12  7.90   830.47
AVAPS-D02 S10 144635127 170831 110024.75 9999.00  99.00 999.00 324.23   5.73 -10.91  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110025.00  916.60  24.09  62.03 322.98   5.83 -10.91 -115.542317  21.770448   864.24  12  62.03  62.12  12  7.90   824.99
AVAPS-D02 S10 144635127 170831 110025.25 9999.00  99.00 999.00 322.25   5.83 -10.93  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110025.50  917.19  24.11  62.16 322.96   5.99 -11.07 -115.542300  21.770427   858.60  12  62.16  62.31  12  7.90   819.52
AVAPS-D02 S10 144635127 170831 110025.75 9999.00  99.00 999.00 321.68   6.08 -11.19  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110026.00  917.58  24.13  62.45 322.75   6.04 -11.35 -115.542282  21.770405   854.85  12  62.45  62.53  12  7.90   813.85
AVAPS-D02 S10 144635127 170831 110026.25 9999.00  99.00 999.00 322.32   6.16 -11.25  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110026.50  918.32  24.14  62.50 322.65   6.09 -11.23 -115.542263  21.770383   847.78  12  62.50  62.58  12  7.90   808.21
AVAPS-D02 S10 144635127 170831 110026.75 9999.00  99.00 999.00 324.02   6.12 -11.10  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110027.00  918.92  24.15  62.55 323.27   5.97 -10.97 -115.542248  21.770362   842.06  12  62.55  62.71  12  7.90   802.81
AVAPS-D02 S10 144635127 170831 110027.25 9999.00  99.00 999.00 323.02   5.95 -10.95  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110027.50  919.37  24.16  62.57 322.95   5.91 -10.94 -115.542232  21.770342   837.74  12  62.57  62.67  12  7.90   797.40
AVAPS-D02 S10 144635127 170831 110027.75 9999.00  99.00 999.00 322.27   5.89 -11.05  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110028.00  919.90  24.17  62.42 322.72   5.81 -11.03 -115.542215  21.770320   832.64  12  62.42  62.52  12  7.90   791.99
AVAPS-D02 S10 144635127 170831 110028.25 9999.00  99.00 999.00 322.02   5.82 -10.98  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110028.50  920.55  24.19  62.41 322.95   5.84 -10.96 -115.542198  21.770300   826.41  12  62.41  62.49  12  7.90   786.55
AVAPS-D02 S10 144635127 170831 110028.75 9999.00  99.00 999.00 321.93   5.73 -11.05  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110029.00  921.21  24.19  62.36 323.21   5.85 -11.01 -115.542182  21.770278   820.14  12  62.36  62.42  12  7.90   780.99
AVAPS-D02 S10 144635127 170831 110029.25 9999.00  99.00 999.00 323.10   5.76 -11.00  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110029.50  921.72  24.22  62.33 322.74   5.79 -11.04 -115.542165  21.770258   815.32  12  62.33  62.45  12  7.90   775.48
AVAPS-D02 S10 144635127 170831 110029.75 9999.00  99.00 999.00 322.83   5.83 -10.86  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110030.00  922.31  24.24  62.51 321.95   5.80 -10.82 -115.542148  21.770237   809.66  12  62.51  62.59  12  7.90   770.04
AVAPS-D02 S10 144635127 170831 110030.25 9999.00  99.00 999.00 321.63   5.83 -10.95  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110030.50  922.94  24.26  62.43 321.85   5.83 -10.94 -115.542132  21.770215   803.68  12  62.43  62.51  12  7.90   764.56
AVAPS-D02 S10 144635127 170831 110030.75 9999.00  99.00 999.00 321.00   5.86 -11.04  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110031.00  923.46  24.24  62.49 322.09   5.82 -11.04 -115.542115  21.770193   798.75  12  62.49  62.59  12  7.90   759.00
AVAPS-D02 S10 144635127 170831 110031.25 9999.00  99.00 999.00 321.30   5.80 -10.96  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110031.50  923.87  24.28  62.58 320.08   5.77 -10.89 -115.542098  21.770173   794.80  12  62.58  62.62  12  7.90   753.50
AVAPS-D02 S10 144635127 170831 110031.75 9999.00  99.00 999.00 320.65   5.74 -10.91  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110032.00  924.49  24.31  62.56 319.96   5.71 -10.81 -115.542080  21.770153   788.95  12  62.56  62.64  12  7.90   748.09
AVAPS-D02 S10 144635127 170831 110032.25 9999.00  99.00 999.00 319.15   5.69 -10.87  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110032.50  925.28  24.35  62.54 320.29   5.76 -10.90 -115.542063  21.770132   781.39  12  62.54  62.64  12  7.90   742.70
AVAPS-D02 S10 144635127 170831 110032.75 9999.00  99.00 999.00 319.57   5.78 -10.81  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110033.00  925.93  24.35  62.43 318.48   5.78 -10.80 -115.542045  21.770113   775.25  12  62.43  62.52  12  7.90   737.25
AVAPS-D02 S10 144635127 170831 110033.25 9999.00  99.00 999.00 320.03   5.71 -10.83  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110033.50  926.23  24.36  62.35 319.23   5.70 -10.90 -115.542027  21.770093   772.36  12  62.35  62.51  12  7.90   731.80
AVAPS-D02 S10 144635127 170831 110033.75 9999.00  99.00 999.00 320.49   5.71 -10.89  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110034.00  926.93  24.40  62.90 319.71   5.67 -10.83 -115.542010  21.770073   765.76  12  62.90  63.03  12  7.90   726.38
AVAPS-D02 S10 144635127 170831 110034.25 9999.00  99.00 999.00 320.05   5.68 -10.73  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110034.50  927.46  24.42  63.14 320.13   5.73 -10.74 -115.541992  21.770053   760.67  12  63.14  63.20  12  7.90   721.00
AVAPS-D02 S10 144635127 170831 110034.75 9999.00  99.00 999.00 319.89   5.73 -10.87  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110035.00  928.17  24.42  63.14 321.21   5.78 -10.99 -115.541975  21.770032   754.02  12  63.14  63.20  12  7.90   715.51
AVAPS-D02 S10 144635127 170831 110035.25 9999.00  99.00 999.00 321.13   5.85 -10.89  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110035.50  928.79  24.47  63.13 320.57   5.86 -10.76 -115.541957  21.770012   748.14  12  63.13  63.25  12  7.90   710.08
AVAPS-D02 S10 144635127 170831 110035.75 9999.00  99.00 999.00 321.90   5.84 -10.72  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110036.00  929.24  24.46  63.07 321.66   5.87 -10.73 -115.541940  21.769990   743.84  12  63.07  63.17  12  7.90   704.73
AVAPS-D02 S10 144635127 170831 110036.25 9999.00  99.00 999.00 322.08   5.86 -10.71  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110036.50  929.73  24.48  62.97 322.88   5.88 -10.64 -115.541923  21.769968   739.22  12  62.97  63.05  12  7.90   699.36
AVAPS-D02 S10 144635127 170831 110036.75 9999.00  99.00 999.00 322.45   5.86 -10.66  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110037.00  930.38  24.51  62.81 321.99   6.04 -10.76 -115.541905  21.769947   733.02  12  62.81  62.88  12  7.90   693.96
AVAPS-D02 S10 144635127 170831 110037.25 9999.00  99.00 999.00 321.64   5.88 -10.72  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110037.50  931.02  24.52  62.69 321.57   5.89 -10.64 -115.541888  21.769927   727.02  12  62.69  62.75  12  7.90   688.64
AVAPS-D02 S10 144635127 170831 110037.75 9999.00  99.00 999.00 322.03   5.87 -10.69  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110038.00  931.53  24.56  62.58 322.20   5.81 -10.70 -115.541872  21.769907   722.16  12  62.58  62.70  12  7.90   683.22
AVAPS-D02 S10 144635127 170831 110038.25 9999.00  99.00 999.00 321.70   5.79 -10.74  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110038.50  932.05  24.56  62.88 322.82   5.84 -10.62 -115.541853  21.769885   717.23  12  62.88  63.00  12  7.90   677.83
AVAPS-D02 S10 144635127 170831 110038.75 9999.00  99.00 999.00 322.33   5.86 -10.62  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110039.00  932.56  24.57  63.12 321.56   5.85 -10.87 -115.541837  21.769865   712.41  12  63.12  63.22  12  7.90   672.39
AVAPS-D02 S10 144635127 170831 110039.25 9999.00  99.00 999.00 322.99   5.84 -11.02  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110039.50  933.26  24.60  63.38 323.08   5.76 -10.97 -115.541820  21.769845   705.84  11  63.38  63.52  11  8.40   666.88
AVAPS-D02 S10 144635127 170831 110039.75 9999.00  99.00 999.00 323.26   5.91 -10.93  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110040.00  933.95  24.62  64.09 322.91   5.85 -10.89 -115.541803  21.769823   699.32  12  64.09  64.22  12  7.90   661.35
AVAPS-D02 S10 144635127 170831 110040.25 9999.00  99.00 999.00 323.99   5.86 -11.00  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110040.50  934.56  24.61  64.26 324.66   5.99 -10.95 -115.541787  21.769802   693.64  12  64.26  64.37  12  7.90   656.02
AVAPS-D02 S10 144635127 170831 110040.75 9999.00  99.00 999.00 323.73   5.96 -10.78  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110041.00  935.01  24.61  64.44 325.01   6.01 -10.77 -115.541770  21.769778   689.34  12  64.44  64.47  12  7.90   650.56
AVAPS-D02 S10 144635127 170831 110041.25 9999.00  99.00 999.00 324.60   6.09 -10.86  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110041.50  935.63  24.60  64.63 325.15   6.09 -10.94 -115.541753  21.769757   683.53  12  64.63  64.69  12  7.90   645.09
AVAPS-D02 S10 144635127 170831 110041.75 9999.00  99.00 999.00 324.21   6.06 -11.06  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110042.00  936.33  24.56  64.48 325.69   6.16 -11.18 -115.541737  21.769735   676.99  11  64.48  64.48  11  8.20   639.54
AVAPS-D02 S10 144635127 170831 110042.25 9999.00  99.00 999.00 325.27   6.21 -11.17  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110042.50  936.75  24.47  64.43 326.19   6.22 -11.10 -115.541720  21.769712   672.99  11  64.43  64.42  11  8.20   633.97
AVAPS-D02 S10 144635127 170831 110042.75 9999.00  99.00 999.00 326.26   6.27 -11.09  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110043.00  937.48  24.40  66.59 326.48   6.34 -10.98 -115.541703  21.769687   666.17  11  66.59  67.06  11  8.20   628.44
AVAPS-D02 S10 144635127 170831 110043.25 9999.00  99.00 999.00 326.74   6.36 -10.93  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110043.50  938.01  24.27  70.55 326.97   6.54 -10.89 -115.541685  21.769663   661.15  12  70.55  70.63  12  7.90   623.01
AVAPS-D02 S10 144635127 170831 110043.75 9999.00  99.00 999.00 327.31   6.45 -10.66  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110044.00  938.73  24.05  75.27 328.04   6.72 -10.71 -115.541668  21.769637   654.42  12  75.27  75.27  12  7.90   617.65
AVAPS-D02 S10 144635127 170831 110044.25 9999.00  99.00 999.00 328.26   6.87 -10.73  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110044.50  939.03  23.80  79.03 328.94   6.99 -10.67 -115.541652  21.769610   651.62  12  79.03  78.69  12  7.90   612.33
AVAPS-D02 S10 144635127 170831 110044.75 9999.00  99.00 999.00 330.24   7.06 -10.64  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110045.00  939.89  23.53  80.40 329.64   7.12 -10.68 -115.541635  21.769582   643.56  12  80.40  80.09  12  7.90   606.97
AVAPS-D02 S10 144635127 170831 110045.25 9999.00  99.00 999.00 331.10   7.16 -10.77  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110045.50  940.35  23.29  81.94 330.90   7.13 -10.89 -115.541618  21.769553   639.29  12  81.94  81.46  12  7.90   601.60
