AVAPS-T02 STA 144635127 170831 103932.54
AVAPS-T02 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS   
AVAPS-T02 COM   Sonde    Date    Time     Press   Temp   Humid  Dir    Spd    Veloc  Longitude   Latitude  Altitude Wnd   RH1    RH2  Snd Error Altitude
AVAPS-T02 COM    ID     yymmdd hhmmss.ss   (mb)  (degC)   (%)   (deg)  (m/s)  (m/s)    (deg)       (deg)      (m)   Sat   (%)    (%)  Sat (m/s)    (m)  
AVAPS-T02 COM --------- ------ --------- ------- ------ ------ ------ ------ ------ ----------- ---------- -------- --- ------ ------ --- ----- --------
AVAPS-D02 S00 144635127 170831 105932.00  856.34  21.01  75.78 319.59   3.54 -11.44 -115.543513  21.771800  1458.70  11  75.78  75.92  11  8.30  1423.00
AVAPS-D02 S10 144635127 170831 105932.25 9999.00  99.00 999.00 321.22   3.59 -11.39  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105932.50  856.85  21.03  75.76 320.18   3.60 -11.38 -115.543502  21.771787  1453.54  11  75.76  75.88  11  8.30  1417.32
AVAPS-D02 S10 144635127 170831 105932.75 9999.00  99.00 999.00 320.53   3.54 -11.42  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105933.00  857.46  21.08  75.45 319.27   3.55 -11.27 -115.543490  21.771775  1447.34  12  75.45  75.58  12  7.90  1411.63
AVAPS-D02 S10 144635127 170831 105933.25 9999.00  99.00 999.00 319.71   3.52 -11.25  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105933.50  857.92  21.09  75.42 320.53   3.51 -11.23 -115.543480  21.771763  1442.66  10  75.42  75.53  10  8.60  1405.98
AVAPS-D02 S10 144635127 170831 105933.75 9999.00  99.00 999.00 319.51   3.55 -11.10  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105934.00  858.50  21.11  75.27 318.09   3.55 -11.20 -115.543468  21.771750  1436.84  12  75.27  75.37  12  7.90  1400.33
AVAPS-D02 S10 144635127 170831 105934.25 9999.00  99.00 999.00 318.70   3.48 -11.36  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105934.50  859.12  21.17  75.17 316.22   3.45 -11.49 -115.543457  21.771738  1430.48  12  75.17  75.29  12  7.90  1394.46
AVAPS-D02 S10 144635127 170831 105934.75 9999.00  99.00 999.00 320.56   3.37 -11.62  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105935.00  859.65  21.18  74.85 319.62   3.48 -11.48 -115.543447  21.771727  1425.15  12  74.85  74.99  12  7.90  1388.61
AVAPS-D02 S10 144635127 170831 105935.25 9999.00  99.00 999.00 318.71   3.37 -11.52  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105935.50  860.31  21.22  74.88 317.58   3.33 -11.55 -115.543437  21.771717  1418.45  12  74.88  74.98  12  7.90  1382.78
AVAPS-D02 S10 144635127 170831 105935.75 9999.00  99.00 999.00 317.05   3.41 -11.42  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105936.00  860.79  21.25  74.72 317.37   3.35 -11.37 -115.543425  21.771705  1413.64  12  74.72  74.80  12  7.90  1377.13
AVAPS-D02 S10 144635127 170831 105936.25 9999.00  99.00 999.00 316.91   3.38 -11.47  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105936.50  861.40  21.28  74.61 316.45   3.27 -11.53 -115.543415  21.771695  1407.43  12  74.61  74.73  12  7.90  1371.36
AVAPS-D02 S10 144635127 170831 105936.75 9999.00  99.00 999.00 316.59   3.26 -11.34  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105937.00  861.77  21.29  74.50 316.36   3.32 -11.30 -115.543403  21.771683  1403.73  12  74.50  74.62  12  7.90  1365.66
AVAPS-D02 S10 144635127 170831 105937.25 9999.00  99.00 999.00 317.67   3.23 -11.23  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105937.50  862.63  21.32  74.50 316.18   3.28 -11.15 -115.543393  21.771673  1395.02  12  74.50  74.63  12  7.90  1360.11
AVAPS-D02 S10 144635127 170831 105937.75 9999.00  99.00 999.00 316.20   3.20 -11.26  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105938.00  862.99  21.34  74.44 315.73   3.24 -11.35 -115.543383  21.771663  1391.37  12  74.44  74.56  12  7.90  1354.44
AVAPS-D02 S10 144635127 170831 105938.25 9999.00  99.00 999.00 317.25   3.16 -11.28  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105938.50  863.70  21.39  74.34 315.77   3.21 -11.14 -115.543372  21.771652  1384.18  12  74.34  74.46  12  7.90  1348.78
AVAPS-D02 S10 144635127 170831 105938.75 9999.00  99.00 999.00 315.27   3.18 -11.19  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105939.00  864.20  21.44  74.14 316.10   3.14 -11.22 -115.543362  21.771642  1379.14  12  74.14  74.23  12  7.90  1343.14
AVAPS-D02 S10 144635127 170831 105939.25 9999.00  99.00 999.00 316.79   3.12 -11.14  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105939.50  864.70  21.46  73.67 316.08   3.11 -11.20 -115.543350  21.771632  1374.15  12  73.67  73.74  12  7.90  1337.37
AVAPS-D02 S10 144635127 170831 105939.75 9999.00  99.00 999.00 316.82   3.12 -11.27  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105940.00  865.37  21.49  73.25 315.62   3.14 -11.34 -115.543340  21.771622  1367.41  12  73.25  73.37  12  7.90  1331.66
AVAPS-D02 S10 144635127 170831 105940.25 9999.00  99.00 999.00 316.34   3.12 -11.42  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105940.50  865.98  21.53  72.89 316.25   3.17 -11.38 -115.543330  21.771612  1361.24  12  72.89  73.00  12  7.90  1325.94
AVAPS-D02 S10 144635127 170831 105940.75 9999.00  99.00 999.00 315.04   3.16 -11.34  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105941.00  866.38  21.56  72.32 315.88   3.11 -11.36 -115.543320  21.771600  1357.22  12  72.32  72.41  12  7.90  1320.29
AVAPS-D02 S10 144635127 170831 105941.25 9999.00  99.00 999.00 316.46   3.09 -11.37  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105941.50  867.20  21.61  72.12 315.50   2.95 -11.28 -115.543310  21.771590  1349.00  12  72.12  72.22  12  7.90  1314.60
AVAPS-D02 S10 144635127 170831 105941.75 9999.00  99.00 999.00 315.43   2.91 -11.19  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105942.00  867.51  21.63  71.87 315.59   2.92 -11.20 -115.543300  21.771582  1345.83  12  71.87  71.92  12  7.90  1308.98
AVAPS-D02 S10 144635127 170831 105942.25 9999.00  99.00 999.00 315.56   2.84 -11.16  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105942.50  868.16  21.66  69.37 313.33   2.84 -11.19 -115.543290  21.771572  1339.29  12  69.37  69.06  12  7.90  1303.30
AVAPS-D02 S10 144635127 170831 105942.75 9999.00  99.00 999.00 316.03   2.70 -11.17  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105943.00  868.80  21.71  63.58 313.30   2.85 -11.05 -115.543280  21.771563  1332.90  12  63.58  63.59  12  7.90  1297.67
AVAPS-D02 S10 144635127 170831 105943.25 9999.00  99.00 999.00 315.71   2.69 -11.07  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S01 144635127 170831 105943.50  869.39  21.74  63.48 314.51   2.71 -11.22  999.000000  99.000000  1327.04  10  63.48  63.62  10 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105943.75 9999.00  99.00 999.00 340.04 999.00  99.00  999.000000  99.000000 99999.00   5 999.00 999.00   5 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105944.00  869.81  21.78  63.65 313.58   2.71 -11.09 -115.543262  21.771547  1322.83  12  63.65  63.81  12  7.90  1286.44
AVAPS-D02 S10 144635127 170831 105944.25 9999.00  99.00 999.00 311.94   2.80 -11.13  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105944.50  870.35  21.82  63.75 310.62   2.82 -11.16 -115.543252  21.771538  1317.34  12  63.75  63.90  12  7.90  1280.72
AVAPS-D02 S10 144635127 170831 105944.75 9999.00  99.00 999.00 311.30   2.80 -11.12  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105945.00  870.96  21.84  63.81 307.62   2.82 -11.08 -115.543240  21.771530  1311.28  12  63.81  63.94  12  7.90  1275.14
AVAPS-D02 S10 144635127 170831 105945.25 9999.00  99.00 999.00 307.74   2.87 -11.15  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105945.50  871.49  21.87  63.83 307.12   2.88 -11.15 -115.543228  21.771522  1305.95  12  63.83  63.96  12  7.90  1269.50
AVAPS-D02 S10 144635127 170831 105945.75 9999.00  99.00 999.00 305.85   2.92 -11.15  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105946.00  872.03  21.92  64.02 306.55   2.92 -11.19 -115.543217  21.771515  1300.58  12  64.02  64.19  12  7.90  1263.81
AVAPS-D02 S10 144635127 170831 105946.25 9999.00  99.00 999.00 304.84   2.96 -11.30  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105946.50  872.64  21.94  64.10 304.04   3.10 -11.25 -115.543205  21.771507  1294.51  11  64.10  64.19  11  8.30  1258.17
AVAPS-D02 S10 144635127 170831 105946.75 9999.00  99.00 999.00 305.19   3.01 -11.28  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105947.00  873.22  21.97  64.30 301.91   3.16 -11.37 -115.543192  21.771498  1288.67  12  64.30  64.43  12  7.90  1252.45
AVAPS-D02 S10 144635127 170831 105947.25 9999.00  99.00 999.00 303.07   3.27 -11.33  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105947.50  873.78  22.01  64.86 302.28   3.22 -11.28 -115.543180  21.771490  1283.14  12  64.86  65.05  12  7.90  1246.71
AVAPS-D02 S10 144635127 170831 105947.75 9999.00  99.00 999.00 301.24   3.33 -11.37  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105948.00  874.26  22.02  65.39 279.63   3.79 -12.64 -115.543163  21.771485  1278.26  12  65.39  65.54  12  7.90  1240.37
AVAPS-D02 S10 144635127 170831 105948.25 9999.00  99.00 999.00 261.08   6.25 -15.28  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105948.50  874.99  22.06  65.50 266.61   6.50 -15.57 -115.543133  21.771487  1271.01  12  65.50  65.61  12  7.90  1231.96
AVAPS-D02 S11 144635127 170831 105948.75 9999.00  99.00 999.00 262.23   6.45 -15.10  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105949.00  875.50  22.05  66.22 269.06   5.36 -14.09 -115.543105  21.771488  1265.95  12  66.22  66.34  12  7.90  1225.03
AVAPS-D02 S10 144635127 170831 105949.25 9999.00  99.00 999.00 272.02   5.20 -13.43  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S01 144635127 170831 105949.50  876.10  22.09  66.68 282.38   4.93 -12.97  999.000000  99.000000  1259.92  12  66.68  66.78  12 99.00 99999.00
AVAPS-D02 S10 144635127 170831 105949.75 9999.00  99.00 999.00 281.02   4.86 -12.82  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105950.00  876.78  22.10  66.95 281.20   5.01 -12.80 -115.543058  21.771478  1253.20  12  66.95  67.05  12  7.90  1212.53
AVAPS-D02 S10 144635127 170831 105950.25 9999.00  99.00 999.00 264.07   7.12 -13.96  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105950.50  877.25  22.11  67.04 269.34   5.79 -14.18 -115.543030  21.771480  1248.48  12  67.04  67.14  12  7.90  1205.56
AVAPS-D02 S10 144635127 170831 105950.75 9999.00  99.00 999.00 267.36   5.58 -14.50  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105951.00  877.66  22.10  67.18 263.16   5.21 -15.89 -115.543008  21.771480  1244.46  12  67.18  67.27  12  7.90  1197.96
AVAPS-D02 S10 144635127 170831 105951.25 9999.00  99.00 999.00 261.96   5.09 -16.59  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105951.50  878.47  22.15  67.22 255.37   5.67 -16.86 -115.542987  21.771485  1236.39  12  67.22  67.32  12  9.00  1189.65
AVAPS-D02 S10 144635127 170831 105951.75 9999.00  99.00 999.00 263.13   5.34 -16.40  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S01 144635127 170831 105952.00  879.12  22.18  67.27 278.18   3.87 -15.04 -115.542968  21.771483  1229.96  12  67.27  67.35  12  7.90  1182.44
AVAPS-D02 S10 144635127 170831 105952.25 9999.00  99.00 999.00 298.56   3.39 -13.85  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105952.50  879.58  22.18  67.33 304.90   2.95 -12.62 -115.542957  21.771475  1225.40  12  67.33  67.41  12  7.90  1176.40
AVAPS-D02 S10 144635127 170831 105952.75 9999.00  99.00 999.00 304.85   3.04 -11.97  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105953.00  880.13  22.19  67.31 305.86   2.89 -11.66 -115.542947  21.771468  1219.86  12  67.31  67.40  12  7.90  1170.91
AVAPS-D02 S10 144635127 170831 105953.25 9999.00  99.00 999.00 308.89   3.02 -11.41  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105953.50  880.64  22.23  67.25 310.73   2.96 -11.26 -115.542938  21.771458  1214.84  12  67.25  67.35  12  8.20  1165.49
AVAPS-D02 S10 144635127 170831 105953.75 9999.00  99.00 999.00 311.98   2.96 -11.20  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105954.00  881.12  22.26  67.21 312.94   3.00 -11.18 -115.542930  21.771448  1210.12  12  67.21  67.32  12  8.20  1160.02
AVAPS-D02 S10 144635127 170831 105954.25 9999.00  99.00 999.00 313.99   2.93 -11.23  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105954.50  881.63  22.27  67.17 316.91   2.93 -11.19 -115.542923  21.771437  1205.08  12  67.17  67.29  12  8.20  1154.63
AVAPS-D02 S10 144635127 170831 105954.75 9999.00  99.00 999.00 317.77   2.81 -11.10  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105955.00  882.22  22.30  67.21 317.05   2.87 -11.02 -115.542915  21.771425  1199.18  12  67.21  67.29  12  8.20  1149.57
AVAPS-D02 S10 144635127 170831 105955.25 9999.00  99.00 999.00 318.69   2.84 -10.94  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105955.50  882.84  22.33  67.20 318.67   2.74 -10.99 -115.542908  21.771415  1193.07  12  67.20  67.32  12  8.20  1144.56
AVAPS-D02 S10 144635127 170831 105955.75 9999.00  99.00 999.00 319.80   2.84 -10.92  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105956.00  883.42  22.35  67.22 319.96   2.70 -10.88 -115.542902  21.771402  1187.37  12  67.22  67.34  12  8.20  1139.51
AVAPS-D02 S10 144635127 170831 105956.25 9999.00  99.00 999.00 324.07   2.76 -10.80  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105956.50  884.05  22.40  67.33 322.39   2.76 -10.70 -115.542895  21.771390  1181.08   9  67.33  67.41   9  9.60  1134.36
AVAPS-D02 S10 144635127 170831 105956.75 9999.00  99.00 999.00 325.83   2.86 -10.77  999.000000  99.000000 99999.00  10 999.00 999.00  10 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105957.00  884.49  22.40  67.61 323.09   2.91 -10.83 -115.542890  21.771378  1176.71  10  67.61  67.73  10  8.60  1129.01
AVAPS-D02 S10 144635127 170831 105957.25 9999.00  99.00 999.00 326.31   2.85 -10.92  999.000000  99.000000 99999.00  10 999.00 999.00  10 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105957.50  885.09  22.43  67.82 325.83   2.92 -11.17 -115.542885  21.771368  1170.86  10  67.82  67.96  10  8.60  1123.66
AVAPS-D02 S10 144635127 170831 105957.75 9999.00  99.00 999.00 325.41   2.84 -11.25  999.000000  99.000000 99999.00  10 999.00 999.00  10 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105958.00  885.67  22.47  68.03 326.91   2.89 -11.20 -115.542880  21.771355  1165.07  11  68.03  68.11  11  8.30  1118.30
AVAPS-D02 S10 144635127 170831 105958.25 9999.00  99.00 999.00 327.19   2.93 -11.29  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105958.50  886.35  22.48  68.18 327.75   2.95 -11.31  999.000000  99.000000  1158.35  12  68.18  68.31  12 99.00 99999.00
AVAPS-D02 S11 144635127 170831 105958.75 9999.00  99.00 999.00  94.02 999.00  99.00  999.000000  99.000000 99999.00  21 999.00 999.00  21 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105959.00  886.87  22.52  68.49 328.58   3.01 -11.27 -115.542870  21.771330  1153.28  12  68.49  68.67  12  7.90  1107.17
AVAPS-D02 S10 144635127 170831 105959.25 9999.00  99.00 999.00 329.16   3.00 -11.24  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 105959.50  887.33  22.53  69.01 328.90   3.07 -11.27 -115.542865  21.771318  1148.69  12  69.01  69.14  12  7.90  1101.61
AVAPS-D02 S10 144635127 170831 105959.75 9999.00  99.00 999.00 327.93   3.06 -11.28  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110000.00  887.90  22.58  69.25 330.06   3.12 -11.23 -115.542858  21.771305  1143.16  12  69.25  69.40  12  7.90  1096.02
AVAPS-D02 S10 144635127 170831 110000.25 9999.00  99.00 999.00 329.58   3.13 -11.19  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110000.50  888.64  22.59  69.41 328.60   3.27 -11.22 -115.542853  21.771290  1135.86  12  69.41  69.56  12  7.90  1090.50
AVAPS-D02 S10 144635127 170831 110000.75 9999.00  99.00 999.00 328.87   3.31 -11.21  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110001.00  889.18  22.63  69.55 331.01   3.39 -11.15 -115.542847  21.771275  1130.47  12  69.55  69.61  12  7.90  1084.94
AVAPS-D02 S10 144635127 170831 110001.25 9999.00  99.00 999.00 329.00   3.44 -11.07  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110001.50  889.67  22.65  69.49 331.32   3.45 -10.94 -115.542840  21.771262  1125.71  12  69.49  69.57  12  8.30  1079.57
AVAPS-D02 S10 144635127 170831 110001.75 9999.00  99.00 999.00 329.39   3.44 -10.85  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110002.00  890.26  22.67  69.36 331.57   3.46 -10.96 -115.542833  21.771247  1119.87  12  69.36  69.49  12  7.90  1074.22
AVAPS-D02 S10 144635127 170831 110002.25 9999.00  99.00 999.00 331.93   3.53 -10.98  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110002.50  890.75  22.70  69.64 332.73   3.64 -11.08 -115.542827  21.771230  1115.06  12  69.64  69.75  12  8.30  1068.87
AVAPS-D02 S10 144635127 170831 110002.75 9999.00  99.00 999.00 331.40   3.69 -11.08  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110003.00  891.30  22.71  69.86 332.83   3.74 -11.06 -115.542820  21.771212  1109.69  12  69.86  70.00  12  7.90  1063.58
AVAPS-D02 S10 144635127 170831 110003.25 9999.00  99.00 999.00 331.32   3.81 -11.01  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110003.50  891.82  22.75  70.06 331.54   3.87 -11.02 -115.542812  21.771195  1104.62  12  70.06  70.15  12  7.90  1058.33
AVAPS-D02 S10 144635127 170831 110003.75 9999.00  99.00 999.00 331.24   3.86 -11.07  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110004.00  892.36  22.78  70.02 332.61   3.92 -11.03 -115.542805  21.771177  1099.33  12  70.02  70.14  12  7.90  1053.07
AVAPS-D02 S10 144635127 170831 110004.25 9999.00  99.00 999.00 331.12   3.89 -11.11  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110004.50  893.05  22.80  69.94 331.58   4.04 -11.15 -115.542797  21.771160  1092.56  12  69.94  70.10  12  7.90  1047.60
AVAPS-D02 S10 144635127 170831 110004.75 9999.00  99.00 999.00 332.17   3.98 -11.07  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110005.00  893.65  22.82  69.85 331.26   3.98 -11.08 -115.542788  21.771143  1086.62  12  69.85  70.00  12  7.90  1042.07
AVAPS-D02 S10 144635127 170831 110005.25 9999.00  99.00 999.00 331.23   4.06 -11.23  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110005.50  894.17  22.86  69.87 330.57   4.01 -11.36 -115.542780  21.771127  1081.58  11  69.87  69.99  11  8.30  1036.48
AVAPS-D02 S10 144635127 170831 110005.75 9999.00  99.00 999.00 330.78   4.08 -11.37  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110006.00  894.74  22.89  69.91 330.61   3.99 -11.14 -115.542772  21.771110  1075.97  11  69.91  70.04  11  8.30  1030.89
AVAPS-D02 S10 144635127 170831 110006.25 9999.00  99.00 999.00 331.06   4.03 -11.17  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110006.50  895.40  22.94  69.80 330.12   4.01 -11.30 -115.542763  21.771093  1069.53  11  69.80  69.94  11  8.30  1025.22
AVAPS-D02 S10 144635127 170831 110006.75 9999.00  99.00 999.00 330.13   4.00 -11.24  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110007.00  895.81  22.96  69.89 330.38   4.00 -11.16 -115.542755  21.771077  1065.47  12  69.89  70.05  12  7.90  1019.66
AVAPS-D02 S10 144635127 170831 110007.25 9999.00  99.00 999.00 329.51   4.06 -11.27  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110007.50  896.53  23.00  69.74 328.99   3.95 -11.23 -115.542747  21.771060  1058.48  12  69.74  69.85  12  7.90  1014.14
AVAPS-D02 S10 144635127 170831 110007.75 9999.00  99.00 999.00 328.37   4.05 -11.18  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110008.00  897.13  23.03  69.88 329.87   3.99 -10.98 -115.542737  21.771045  1052.58  12  69.88  69.97  12  8.20  1008.61
AVAPS-D02 S10 144635127 170831 110008.25 9999.00  99.00 999.00 329.06   4.09 -11.01  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110008.50  897.57  23.06  69.76 328.17   4.09 -11.00 -115.542727  21.771028  1048.32  12  69.76  69.89  12  9.00  1003.17
AVAPS-D02 S10 144635127 170831 110008.75 9999.00  99.00 999.00 328.44   4.12 -10.84  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110009.00  898.12  23.10  69.74 328.11   4.09 -10.84 -115.542718  21.771012  1042.92  12  69.74  69.87  12  7.90   997.92
AVAPS-D02 S10 144635127 170831 110009.25 9999.00  99.00 999.00 327.67   4.12 -10.80  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110009.50  898.77  23.14  69.43 327.57   4.01 -10.87 -115.542710  21.770997  1036.60  12  69.43  69.50  12  8.30   992.68
AVAPS-D02 S10 144635127 170831 110009.75 9999.00  99.00 999.00 327.74   4.08 -10.93  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110010.00  899.22  23.15  69.20 327.44   3.99 -10.93 -115.542702  21.770982  1032.24  12  69.20  69.33  12  7.90   987.49
AVAPS-D02 S10 144635127 170831 110010.25 9999.00  99.00 999.00 327.64   4.05 -10.94  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110010.50  899.90  23.21  69.12 327.22   4.01 -10.99 -115.542692  21.770965  1025.60  12  69.12  69.26  12  7.90   982.20
AVAPS-D02 S10 144635127 170831 110010.75 9999.00  99.00 999.00 326.51   3.99 -10.95  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 110011.00  900.42  23.24  69.02 326.04   4.04 -10.98 -115.542682  21.770950  1020.50  12  69.02  69.19  12  7.90   976.73
AVAPS-D02 S10 144635127 170831 110011.25 9999.00  99.00 999.00 324.92   4.07 -11.01  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
