duration,time,P,T,RH,WS,WD,LON,LAT,GPS_Z,IF
168.0,2021-09-06 11:02:48.000001,926.743437,26.06,85.4,5.4750000000000005,92.38,121.72315,24.82333,819.97,1.0
169.0,2021-09-06 11:02:49.000001,926.494296,26.06,85.5,3.5749999999999997,112.79000000000002,121.72312,24.82335,822.49,1.0
170.0,2021-09-06 11:02:50.000001,926.1625779999999,26.02,85.6,4.936111111111111,101.55000000000001,121.72308000000001,24.82336,824.7,1.0
172.0,2021-09-06 11:02:52.000001,925.619218,26.0,85.9,4.5472222222222225,126.41000000000003,121.72299,24.82339,829.91,1.0
173.0,2021-09-06 11:02:53.000001,925.3009369999999,25.96,86.0,4.875,106.74000000000001,121.72296000000001,24.8234,832.19,1.0
174.0,2021-09-06 11:02:54.000001,925.030234,25.94,86.1,2.7444444444444445,108.36000000000001,121.72292,24.8234,835.26,1.0
175.0,2021-09-06 11:02:55.000001,924.684218,25.93,86.2,4.272222222222222,124.54000000000002,121.72288999999999,24.823420000000002,838.29,1.0
176.0,2021-09-06 11:02:56.000001,924.517968,25.91,86.3,5.097222222222222,105.87,121.72285,24.82343,840.5,1.0
176.0,2021-09-06 11:02:56.000001,925.8950779999999,26.01,85.7,4.916666666666666,102.02999999999997,121.72303000000001,24.82337,827.43,1.0
177.0,2021-09-06 11:02:57.000001,924.208515,25.87,86.4,4.008333333333333,116.79000000000002,121.72281000000001,24.82345,842.74,1.0
178.0,2021-09-06 11:02:58.000001,923.960703,25.86,86.5,2.147222222222222,116.94999999999999,121.72278999999999,24.82346,845.25,1.0
179.0,2021-09-06 11:02:59.000001,923.728671,25.83,86.6,3.4499999999999997,102.00999999999999,121.72276000000001,24.82347,847.97,1.0
180.0,2021-09-06 11:03:00.000001,923.459609,25.83,86.7,5.602777777777778,110.5,121.72272,24.82348,850.7,1.0
181.0,2021-09-06 11:03:01.000001,923.129843,25.79,86.8,1.8055555555555556,112.49000000000001,121.72268999999999,24.8235,852.95,1.0
182.0,2021-09-06 11:03:02.000001,922.830625,25.79,86.9,2.772222222222222,104.33999999999997,121.72267,24.8235,855.51,1.0
183.0,2021-09-06 11:03:03.000001,922.643125,25.78,86.9,5.3805555555555555,94.08999999999997,121.72261999999999,24.82351,857.85,1.0
184.0,2021-09-06 11:03:04.000001,922.340937,25.75,87.0,4.408333333333333,108.64999999999998,121.72258000000001,24.823520000000002,860.31,1.0
185.0,2021-09-06 11:03:05.000001,922.097656,25.72,87.0,2.0027777777777778,108.12,121.72256000000002,24.823539999999998,862.63,1.0
186.0,2021-09-06 11:03:06.000001,921.842031,25.71,87.0,2.216666666666667,92.72000000000003,121.72254,24.823539999999998,865.27,1.0
187.0,2021-09-06 11:03:07.000001,921.607187,25.68,87.1,5.75,100.19,121.72249,24.823539999999998,867.72,1.0
188.0,2021-09-06 11:03:08.000001,921.342578,25.69,87.2,2.408333333333333,104.98000000000002,121.72246000000001,24.82355,870.04,1.0
190.0,2021-09-06 11:03:10.000001,920.775156,25.63,87.3,4.991666666666666,75.44999999999999,121.7224,24.82355,875.16,1.0
191.0,2021-09-06 11:03:11.000001,920.4857810000001,25.61,87.5,2.286111111111111,85.07999999999998,121.72238,24.82355,877.54,1.0
192.0,2021-09-06 11:03:12.000001,920.264843,25.59,87.5,4.052777777777778,80.92000000000002,121.72235,24.82355,880.13,1.0
193.0,2021-09-06 11:03:13.000001,920.024296,25.57,87.5,4.613888888888889,69.38999999999999,121.72231000000001,24.823539999999998,882.41,1.0
194.0,2021-09-06 11:03:14.000001,921.066171,25.66,87.3,2.066666666666667,97.41000000000003,121.72243999999999,24.82356,872.7,1.0
194.0,2021-09-06 11:03:14.000001,919.783593,25.56,87.6,1.586111111111111,75.69999999999999,121.72228,24.823529999999998,884.69,1.0
195.0,2021-09-06 11:03:15.000001,919.439218,25.53,87.7,5.591666666666666,93.38,121.72223999999999,24.823539999999998,887.11,1.0
196.0,2021-09-06 11:03:16.000001,919.1821869999999,25.5,87.9,2.102777777777778,87.19,121.72221,24.823529999999998,889.46,1.0
197.0,2021-09-06 11:03:17.000001,918.981875,25.51,88.0,2.1944444444444446,86.19999999999999,121.72219,24.823529999999998,892.25,1.0
199.0,2021-09-06 11:03:19.000001,918.415312,25.44,88.1,1.3305555555555555,70.43,121.72213,24.82351,897.4,1.0
202.0,2021-09-06 11:03:22.000001,917.482187,25.39,88.2,4.383333333333333,34.47000000000003,121.72206000000001,24.8235,906.43,1.0
203.0,2021-09-06 11:03:23.000001,918.685937,25.48,88.0,4.888888888888889,70.25,121.72216,24.823520000000002,894.91,1.0
